"location","sex","age","cause","metric","year","measure","lower","upper","val"
"Sierra Leone","Male","60 to 64","Hypertensive heart disease","Number",2019,"Prevalence",187.638034638362,705.118817933132,392.126194746051
"Sierra Leone","Male","60 to 79","Hypertensive heart disease","Number",2019,"Incidence",117.716444512362,356.942337691472,214.852719193565
"Sierra Leone","Male","60 to 79","Hypertensive heart disease","Number",2019,"Prevalence",1280.148192711,3881.69291376951,2336.49021013204
"Sierra Leone","Male","60 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",161.669455319594,450.504120629991,283.12508808083
"Sierra Leone","Male","60 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",1699.05612171449,4734.54792373027,2975.48731863875
"Sierra Leone","Male","65 to 69","Hypertensive heart disease","Number",2019,"Incidence",28.5852313747632,100.415402141559,56.2159491958371
"Sierra Leone","Male","65 to 69","Hypertensive heart disease","Number",2019,"Prevalence",327.599885943256,1150.8066475741,644.260607979799
"Sierra Leone","Male","65 to 74","Hypertensive heart disease","Number",2019,"Incidence",61.6462055977612,214.284873347501,119.025867707795
"Sierra Leone","Male","65 to 74","Hypertensive heart disease","Number",2019,"Prevalence",699.588924777509,2431.80131992921,1350.75919114527
"Sierra Leone","Male","65 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",133.960030883713,402.134014815039,244.367320245138
"Sierra Leone","Male","65 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",1416.17600746815,4251.21239380916,2583.3611238927
"Sierra Leone","Male","70 to 74","Hypertensive heart disease","Number",2019,"Incidence",29.8167991992601,115.583644623445,62.8919531695451
"Sierra Leone","Male","70 to 74","Hypertensive heart disease","Number",2019,"Prevalence",334.94788008917,1298.41222999428,706.498583165467
"Sierra Leone","Male","70 to 89 years","Hypertensive heart disease","Number",2019,"Incidence",98.0137720713599,320.678802004364,189.307188291311
"Sierra Leone","Male","70 to 89 years","Hypertensive heart disease","Number",2019,"Prevalence",1003.96903945178,3284.75868254991,1939.1005159129
"Sierra Leone","Male","70+ years","Hypertensive heart disease","Number",2019,"Incidence",109.663621900956,338.514225012415,204.129235573437
"Sierra Leone","Male","70+ years","Hypertensive heart disease","Number",2019,"Prevalence",1106.8305938208,3416.6106699054,2060.2682923421
"Sierra Leone","Male","75 plus","Hypertensive heart disease","Number",2019,"Incidence",73.9616247519459,250.3136311029,142.644640195445
"Sierra Leone","Male","75 plus","Hypertensive heart disease","Number",2019,"Prevalence",701.933189312151,2375.60283454618,1353.76970917663
"Sierra Leone","Male","75 to 79","Hypertensive heart disease","Number",2019,"Incidence",25.1864537569826,108.469272694913,56.6490120979338
"Sierra Leone","Male","75 to 79","Hypertensive heart disease","Number",2019,"Prevalence",263.919879658522,1136.61088109128,593.604824240726
"Sierra Leone","Male","75 to 84","Hypertensive heart disease","Number",2019,"Incidence",44.4993300164421,186.983732807718,99.4838684923656
"Sierra Leone","Male","75 to 84","Hypertensive heart disease","Number",2019,"Prevalence",446.857816250922,1877.67192193747,999.007045954774
"Sierra Leone","Male","75 to 94 years","Hypertensive heart disease","Number",2019,"Incidence",72.1697637980458,245.214654645591,139.480725523907
"Sierra Leone","Male","75 to 94 years","Hypertensive heart disease","Number",2019,"Prevalence",687.813347808088,2337.01627478452,1329.31992192411
"Sierra Leone","Male","80 plus","Hypertensive heart disease","Number",2019,"Incidence",46.0823109726143,149.788739121686,88.4654459638349
"Sierra Leone","Male","80 plus","Hypertensive heart disease","Number",2019,"Prevalence",395.975561264887,1287.10298578814,760.164884935907
"Sierra Leone","Male","80 to 84","Hypertensive heart disease","Number",2019,"Incidence",18.7768427687034,82.6167499614569,43.2244793245182
"Sierra Leone","Male","80 to 84","Hypertensive heart disease","Number",2019,"Prevalence",176.10793453537,774.862173207727,405.402221714048
"Sierra Leone","Male","85 plus","Hypertensive heart disease","Number",2019,"Incidence",23.7395212467903,80.8390713494588,47.8078492368549
"Sierra Leone","Male","85 plus","Hypertensive heart disease","Number",2019,"Prevalence",176.161360855171,599.87396844047,354.762663221859
"Sierra Leone","Male","85 to 89","Hypertensive heart disease","Number",2019,"Incidence",14.8086154446504,51.3342571005219,29.9820136292419
"Sierra Leone","Male","85 to 89","Hypertensive heart disease","Number",2019,"Prevalence",115.376401702898,399.953789771024,233.594886792661
"Sierra Leone","Male","90 to 94","Hypertensive heart disease","Number",2019,"Incidence",6.41138358016837,26.1209637474878,14.4634822967661
"Sierra Leone","Male","90 to 94","Hypertensive heart disease","Number",2019,"Prevalence",42.87322478715,174.672118178528,96.7179891766722
"Sierra Leone","Male","95 plus","Hypertensive heart disease","Number",2019,"Incidence",1.50626763033691,8.85082435692428,4.23306901350837
"Sierra Leone","Male","95 plus","Hypertensive heart disease","Number",2019,"Prevalence",8.70005260712264,51.1214846357816,24.4497872525257
"Sierra Leone","Male","All Ages","Hypertensive heart disease","Number",2019,"Incidence",273.990000998462,623.726109973543,424.063037574728
"Sierra Leone","Male","All Ages","Hypertensive heart disease","Number",2019,"Prevalence",2636.50878029885,6001.89554164104,4080.6084816659
"Sierra Leone","Male","Early Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","Early Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","Late Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","Late Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","Post Neonatal","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","Post Neonatal","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
"Sierra Leone","Male","Under 5","Hypertensive heart disease","Number",2019,"Incidence",0,0,0
"Sierra Leone","Male","Under 5","Hypertensive heart disease","Number",2019,"Prevalence",0,0,0
